ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T03:07:58.006,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:07:58.177,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:07:58.516,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:07:58.674,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:07:59.021,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:07:59.255,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:07:59.610,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:07:59.778,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:00.129,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:00.298,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:00.628,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:00.799,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:01.139,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:01.314,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:01.710,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:01.883,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:02.235,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:02.399,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:02.744,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:02.893,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:03.230,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:03.395,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:03.801,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:03.966,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:04.307,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:04.544,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:04.874,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:05.038,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:05.364,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:05.522,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:05.921,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:06.085,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:06.414,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:06.631,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:08.153,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:08.813,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:09.799,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:09.958,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:10.344,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:10.515,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:10.885,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:11.038,67.532,18.289,1283.000,996.000,13.000,-24.000,2592,1944,1
2025-09-30T03:08:11.366,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:11.530,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:11.862,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:12.105,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:12.476,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:12.649,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:13.019,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:13.109,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:13.500,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:13.656,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:13.995,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:14.165,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:14.551,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:14.726,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:15.044,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:15.254,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:15.576,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:15.809,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
2025-09-30T03:08:16.155,67.532,18.289,1283.000,995.500,13.000,-23.500,2592,1944,1
