ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T03:43:56.880,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:57.238,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:43:57.417,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:43:57.748,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:57.903,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:58.356,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:58.496,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:58.856,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:43:58.990,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:43:59.263,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:59.494,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:43:59.840,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:00.027,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:00.319,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:00.553,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:00.883,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:01.063,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:01.387,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:01.609,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:01.935,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:02.106,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:02.492,83.273,17.900,1333.000,1011.000,-37.000,-39.000,2592,1944,1
2025-09-30T03:44:02.731,83.273,17.900,1333.000,1011.000,-37.000,-39.000,2592,1944,1
2025-09-30T03:44:03.098,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:03.237,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:03.611,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:03.804,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:04.112,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:04.266,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:04.546,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:04.801,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:05.079,83.273,17.900,1333.000,1011.500,-37.000,-39.500,2592,1944,1
2025-09-30T03:44:05.322,83.273,17.900,1333.000,1011.500,-37.000,-39.500,2592,1944,1
2025-09-30T03:44:05.619,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:05.841,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:06.235,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:06.437,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:06.762,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:06.858,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:07.226,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:07.390,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:07.747,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:07.983,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:08.273,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:08.504,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:08.838,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:09.014,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:09.346,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:09.622,83.273,17.900,1333.500,1011.000,-37.500,-39.000,2592,1944,1
2025-09-30T03:44:09.952,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:10.075,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
